CollectionDate,State,Subtype
9/4/2014,Minnesota,H3N8
9/13/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
9/5/2014,Minnesota,H3N8
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H6N8
9/10/2014,Minnesota,-N/A-
9/10/2014,Minnesota,-N/A-
8/28/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N2
9/4/2014,Minnesota,-N/A-
9/5/2014,Minnesota,H3N8
9/8/2014,Minnesota,H2N3
8/28/2014,Minnesota,H3N8
8/28/2014,Minnesota,Mixed
8/28/2014,Minnesota,H3N6
9/5/2014,Minnesota,-N/A-
9/5/2014,Minnesota,H4N6
9/13/2014,Minnesota,H3N2
9/4/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N8
9/4/2014,Minnesota,H4N6
9/10/2014,Minnesota,H3N1
9/13/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H1N1
9/10/2014,Minnesota,-N/A-
9/4/2014,Minnesota,H4N6
9/8/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
9/4/2014,Minnesota,H4N6
9/4/2014,Minnesota,-N/A-
9/13/2014,Minnesota,H4N6
9/5/2014,Minnesota,H4N6
9/10/2014,Minnesota,-N/A-
9/4/2014,Minnesota,H3N8
9/5/2014,Minnesota,H2N3
9/10/2014,Minnesota,H2N5
9/4/2014,Minnesota,H4N8
9/10/2014,Minnesota,-N/A-
9/8/2014,Minnesota,H4N1
9/5/2014,Minnesota,-N/A-
9/4/2014,Minnesota,H3N8
9/4/2014,Minnesota,H2N3
9/13/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
9/4/2014,Minnesota,-N/A-
9/5/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H6N1
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
9/10/2014,Minnesota,-N/A-
9/10/2014,Minnesota,H3N1
8/28/2014,Minnesota,H4N6
9/4/2014,Minnesota,-N/A-
9/5/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N2
9/13/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H3N8
9/5/2014,Minnesota,H4N6
9/4/2014,Minnesota,H4N6
9/4/2014,Minnesota,H4N8
9/4/2014,Minnesota,H1N1
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H3N8
9/4/2014,Minnesota,-N/A-
9/5/2014,Minnesota,H4N6
8/28/2014,Minnesota,Mixed
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
9/5/2014,Minnesota,H4N8
9/4/2014,Minnesota,H1N6
9/10/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
9/4/2014,Minnesota,H3N8
9/5/2014,Minnesota,H4N6
9/4/2014,Minnesota,H3N8
8/28/2014,Minnesota,H4N6
9/4/2014,Minnesota,H3N6
9/10/2014,Minnesota,-N/A-
9/5/2014,Minnesota,H6N6
9/5/2014,Minnesota,H6N1
9/4/2014,Minnesota,H4N6
9/4/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H2N3
9/4/2014,Minnesota,-N/A-
9/5/2014,Minnesota,H1N1
9/5/2014,Minnesota,-N/A-
9/5/2014,Minnesota,-N/A-
9/4/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H6N1
9/5/2014,Minnesota,H4N5
8/28/2014,Minnesota,H4N2
9/10/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
9/13/2014,Minnesota,-N/A-
9/5/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
9/10/2014,Minnesota,H4N6
8/28/2014,Minnesota,H3N6
8/28/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N1
9/8/2014,Minnesota,H3N5
9/5/2014,Minnesota,H4N6
9/4/2014,Minnesota,H4N6
9/13/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
9/10/2014,Minnesota,-N/A-
9/5/2014,Minnesota,H2N6
9/5/2014,Minnesota,H3N8
9/10/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N1
8/28/2014,Minnesota,-N/A-
9/4/2014,Minnesota,H4N6
9/4/2014,Minnesota,H4N6
9/4/2014,Minnesota,H3N8
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
9/10/2014,Minnesota,H4N8
9/13/2014,Minnesota,H4N2
9/10/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H3N1
9/5/2014,Minnesota,H4N6
9/4/2014,Minnesota,H3N6
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H4N6
9/4/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,H3N8
9/5/2014,Minnesota,H1N1
9/10/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H4N8
9/4/2014,Minnesota,H1N5
8/28/2014,Minnesota,H4N6
8/28/2014,Minnesota,-N/A-
9/10/2014,Minnesota,-N/A-
9/4/2014,Minnesota,H4N6
9/5/2014,Minnesota,-N/A-
9/10/2014,Minnesota,-N/A-
8/28/2014,Minnesota,H3N1
9/4/2014,Minnesota,-N/A-
9/5/2014,Minnesota,-N/A-
9/4/2014,Minnesota,-N/A-
