CollectionDate,State,Subtype
5/7/2013,Nebraska,-N/A-
5/14/2013,Oklahoma,-N/A-
6/6/2013,Nebraska,-N/A-
6/3/2013,Illinois,-N/A-
6/13/2013,Georgia,-N/A-
5/3/2013,Illinois,-N/A-
6/3/2013,Illinois,-N/A-
5/20/2013,Georgia,-N/A-
5/7/2013,Nebraska,-N/A-
6/3/2013,Illinois,-N/A-
5/10/2013,Oklahoma,-N/A-
10/3/2013,Georgia,-N/A-
10/2/2013,Georgia,-N/A-
8/7/2013,Nebraska,-N/A-
8/7/2013,Nebraska,-N/A-
8/19/2013,Nebraska,-N/A-
2/21/2013,Illinois,-N/A-
1/15/2014,Nebraska,-N/A-
1/9/2013,Illinois,-N/A-
12/30/2013,Nebraska,-N/A-
4/10/2013,Georgia,-N/A-
2/13/2014,Illinois,-N/A-
1/23/2013,Illinois,-N/A-
4/10/2013,Georgia,-N/A-
1/9/2013,Illinois,-N/A-
1/2/2014,Illinois,-N/A-
1/2/2014,Illinois,-N/A-
1/9/2013,Illinois,-N/A-
1/16/2014,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
10/23/2012,Nebraska,-N/A-
1/2/2014,Illinois,-N/A-
11/20/2013,Illinois,-N/A-
2/21/2013,Illinois,-N/A-
11/19/2013,Oklahoma,-N/A-
12/17/2013,Nebraska,-N/A-
11/28/2012,Oklahoma,-N/A-
11/21/2013,Oklahoma,-N/A-
2/11/2014,Oklahoma,-N/A-
1/6/2014,Illinois,-N/A-
1/31/2014,Nebraska,-N/A-
2/10/2014,Oklahoma,-N/A-
10/22/2012,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
3/11/2013,Illinois,-N/A-
1/2/2014,Illinois,-N/A-
1/14/2013,Illinois,-N/A-
11/27/2013,Illinois,-N/A-
12/30/2013,Georgia,-N/A-
1/8/2013,Nebraska,-N/A-
2/13/2014,Illinois,-N/A-
3/6/2013,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
11/18/2013,Oklahoma,-N/A-
12/30/2013,Illinois,-N/A-
3/8/2013,Georgia,-N/A-
10/23/2012,Nebraska,-N/A-
12/27/2013,Georgia,-N/A-
4/15/2013,Georgia,-N/A-
11/19/2013,Nebraska,-N/A-
12/17/2013,Illinois,-N/A-
12/3/2013,Georgia,-N/A-
10/28/2013,Illinois,-N/A-
10/22/2012,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
11/18/2013,Oklahoma,-N/A-
3/13/2013,Illinois,-N/A-
3/19/2013,Georgia,-N/A-
2/6/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
1/2/2014,Illinois,-N/A-
1/31/2014,Nebraska,-N/A-
3/8/2013,Georgia,-N/A-
4/4/2013,Illinois,-N/A-
1/6/2014,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
11/19/2013,Illinois,-N/A-
4/17/2013,Nebraska,-N/A-
11/25/2013,Georgia,-N/A-
1/19/2014,Georgia,-N/A-
11/19/2013,Oklahoma,-N/A-
1/13/2014,Oklahoma,-N/A-
2/14/2014,Georgia,-N/A-
1/31/2014,Nebraska,-N/A-
1/14/2014,Oklahoma,-N/A-
2/12/2013,Illinois,-N/A-
1/4/2013,Georgia,-N/A-
10/9/2012,Nebraska,-N/A-
3/15/2013,Illinois,-N/A-
12/17/2013,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
11/19/2013,Oklahoma,-N/A-
2/10/2014,Oklahoma,-N/A-
3/6/2013,Illinois,-N/A-
12/30/2013,Georgia,-N/A-
10/4/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
12/18/2013,Oklahoma,-N/A-
11/18/2013,Oklahoma,-N/A-
12/21/2012,Oklahoma,-N/A-
12/27/2012,Illinois,-N/A-
10/28/2013,Illinois,-N/A-
2/21/2013,Illinois,-N/A-
2/7/2014,Oklahoma,-N/A-
3/21/2013,Illinois,-N/A-
11/19/2013,Nebraska,-N/A-
4/10/2013,Illinois,-N/A-
11/19/2013,Oklahoma,-N/A-
12/11/2013,Nebraska,-N/A-
2/19/2013,Georgia,-N/A-
4/16/2013,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
2/21/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
11/19/2013,Nebraska,-N/A-
12/17/2013,Oklahoma,-N/A-
1/15/2014,Nebraska,-N/A-
2/14/2014,Georgia,-N/A-
11/19/2013,Illinois,-N/A-
2/21/2013,Illinois,-N/A-
3/1/2013,Oklahoma,-N/A-
1/29/2013,Oklahoma,-N/A-
12/18/2013,Illinois,-N/A-
11/6/2012,Illinois,-N/A-
12/11/2013,Nebraska,-N/A-
4/15/2013,Oklahoma,-N/A-
12/17/2013,Nebraska,-N/A-
3/11/2013,Illinois,-N/A-
2/19/2014,Nebraska,-N/A-
3/21/2013,Illinois,-N/A-
1/23/2013,Illinois,-N/A-
11/6/2012,Illinois,-N/A-
11/12/2012,Nebraska,-N/A-
11/1/2012,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
11/25/2013,Georgia,-N/A-
12/30/2013,Georgia,-N/A-
11/18/2013,Oklahoma,-N/A-
1/29/2013,Oklahoma,-N/A-
4/16/2013,Illinois,-N/A-
1/15/2014,Nebraska,-N/A-
12/17/2013,Nebraska,-N/A-
2/13/2014,Illinois,-N/A-
12/30/2013,Georgia,-N/A-
1/6/2014,Georgia,-N/A-
12/27/2012,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
3/25/2013,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
1/2/2014,Illinois,-N/A-
10/28/2013,Nebraska,-N/A-
12/30/2013,Illinois,-N/A-
10/23/2012,Nebraska,-N/A-
10/1/2012,Oklahoma,-N/A-
2/14/2014,Georgia,-N/A-
2/14/2014,Georgia,-N/A-
11/20/2013,Oklahoma,-N/A-
11/20/2013,Illinois,-N/A-
12/30/2013,Nebraska,-N/A-
3/19/2013,Illinois,-N/A-
4/10/2013,Illinois,-N/A-
11/19/2013,Nebraska,-N/A-
1/29/2013,Oklahoma,-N/A-
1/15/2014,Nebraska,-N/A-
1/6/2014,Georgia,-N/A-
1/23/2013,Illinois,-N/A-
10/24/2012,Georgia,-N/A-
3/15/2013,Illinois,-N/A-
1/14/2013,Illinois,-N/A-
3/1/2013,Oklahoma,-N/A-
11/25/2013,Georgia,-N/A-
1/31/2014,Nebraska,-N/A-
11/20/2012,Illinois,-N/A-
12/18/2013,Illinois,-N/A-
1/13/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
5/6/2013,Illinois,-N/A-
10/28/2013,Illinois,-N/A-
3/21/2013,Illinois,-N/A-
4/15/2013,Georgia,-N/A-
3/22/2013,Nebraska,-N/A-
12/30/2013,Georgia,-N/A-
1/23/2013,Illinois,-N/A-
11/19/2013,Illinois,-N/A-
12/18/2013,Illinois,-N/A-
12/27/2013,Georgia,-N/A-
1/15/2014,Oklahoma,-N/A-
11/11/2013,Nebraska,-N/A-
1/20/2014,Illinois,-N/A-
1/31/2014,Nebraska,-N/A-
4/17/2013,Oklahoma,-N/A-
11/18/2013,Oklahoma,-N/A-
10/3/2012,Oklahoma,-N/A-
1/23/2013,Illinois,-N/A-
10/9/2012,Nebraska,-N/A-
3/21/2013,Illinois,-N/A-
10/23/2012,Illinois,-N/A-
10/3/2012,Oklahoma,-N/A-
1/13/2014,Nebraska,-N/A-
1/31/2014,Nebraska,-N/A-
3/6/2013,Illinois,-N/A-
11/1/2012,Illinois,-N/A-
2/27/2013,Nebraska,-N/A-
1/23/2014,Georgia,-N/A-
1/2/2014,Illinois,-N/A-
2/14/2014,Georgia,-N/A-
10/30/2013,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
11/19/2013,Oklahoma,-N/A-
12/18/2013,Oklahoma,-N/A-
2/10/2014,Oklahoma,-N/A-
12/21/2012,Nebraska,-N/A-
12/30/2013,Georgia,-N/A-
11/19/2013,Oklahoma,-N/A-
2/13/2014,Illinois,-N/A-
10/4/2012,Nebraska,-N/A-
3/21/2013,Illinois,-N/A-
9/24/2012,Illinois,-N/A-
11/27/2012,Oklahoma,-N/A-
11/18/2013,Oklahoma,-N/A-
2/11/2013,Illinois,-N/A-
4/17/2013,Nebraska,-N/A-
11/19/2013,Nebraska,-N/A-
12/3/2013,Georgia,-N/A-
1/15/2014,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
12/3/2013,Georgia,-N/A-
1/29/2013,Oklahoma,-N/A-
2/7/2014,Oklahoma,-N/A-
1/14/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
12/17/2013,Oklahoma,-N/A-
2/13/2014,Illinois,-N/A-
3/21/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
1/15/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
1/13/2014,Oklahoma,-N/A-
11/11/2013,Nebraska,-N/A-
1/9/2013,Illinois,-N/A-
2/21/2013,Illinois,-N/A-
11/20/2013,Illinois,-N/A-
12/17/2013,Illinois,-N/A-
10/4/2013,Illinois,-N/A-
5/7/2013,Illinois,-N/A-
4/4/2013,Illinois,-N/A-
12/11/2013,Nebraska,-N/A-
3/15/2013,Illinois,-N/A-
10/9/2012,Nebraska,-N/A-
11/1/2012,Illinois,-N/A-
10/28/2013,Illinois,-N/A-
1/29/2013,Oklahoma,-N/A-
12/17/2013,Nebraska,-N/A-
10/4/2012,Nebraska,-N/A-
2/19/2014,Nebraska,-N/A-
11/19/2012,Georgia,-N/A-
11/1/2012,Illinois,-N/A-
11/20/2012,Illinois,-N/A-
10/30/2013,Nebraska,-N/A-
10/22/2012,Illinois,-N/A-
10/28/2013,Illinois,-N/A-
1/29/2013,Oklahoma,-N/A-
2/4/2014,Georgia,-N/A-
11/11/2013,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
4/10/2013,Georgia,-N/A-
5/13/2013,Nebraska,-N/A-
5/15/2013,Nebraska,-N/A-
5/12/2013,Illinois,-N/A-
5/7/2013,Nebraska,-N/A-
7/15/2013,Georgia,-N/A-
5/17/2013,Nebraska,-N/A-
7/23/2013,Nebraska,-N/A-
7/22/2013,Nebraska,-N/A-
7/30/2013,Nebraska,-N/A-
6/12/2013,Oklahoma,-N/A-
5/13/2013,Nebraska,-N/A-
9/25/2013,Oklahoma,-N/A-
9/30/2013,Illinois,-N/A-
9/30/2013,Illinois,-N/A-
10/21/2013,Illinois,-N/A-
11/20/2013,Illinois,-N/A-
1/13/2014,Nebraska,-N/A-
12/3/2013,Georgia,-N/A-
12/18/2013,Illinois,-N/A-
3/6/2013,Illinois,-N/A-
10/23/2012,Nebraska,-N/A-
4/17/2013,Oklahoma,-N/A-
1/29/2013,Oklahoma,-N/A-
4/4/2013,Illinois,-N/A-
11/6/2012,Illinois,-N/A-
10/28/2013,Illinois,-N/A-
10/22/2012,Georgia,-N/A-
2/10/2014,Oklahoma,-N/A-
11/18/2013,Oklahoma,-N/A-
11/19/2013,Nebraska,-N/A-
1/13/2014,Oklahoma,-N/A-
2/11/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
11/25/2013,Nebraska,-N/A-
11/19/2013,Illinois,-N/A-
10/30/2013,Nebraska,-N/A-
4/15/2013,Georgia,-N/A-
2/4/2014,Georgia,-N/A-
2/7/2014,Oklahoma,-N/A-
2/21/2013,Illinois,-N/A-
11/20/2013,Illinois,-N/A-
12/3/2013,Georgia,-N/A-
11/25/2013,Nebraska,-N/A-
12/27/2012,Illinois,-N/A-
11/18/2013,Oklahoma,-N/A-
4/15/2013,Georgia,-N/A-
1/15/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
4/10/2013,Illinois,-N/A-
2/6/2013,Illinois,-N/A-
11/19/2013,Illinois,-N/A-
2/14/2014,Georgia,-N/A-
11/19/2013,Nebraska,-N/A-
10/22/2012,Illinois,-N/A-
2/5/2013,Nebraska,-N/A-
2/4/2014,Georgia,-N/A-
12/16/2013,Nebraska,-N/A-
3/1/2013,Oklahoma,-N/A-
3/1/2013,Oklahoma,-N/A-
10/18/2012,Nebraska,-N/A-
11/20/2012,Illinois,-N/A-
1/31/2014,Nebraska,-N/A-
12/16/2013,Oklahoma,-N/A-
11/19/2013,Oklahoma,-N/A-
2/14/2014,Georgia,-N/A-
1/20/2014,Illinois,-N/A-
12/2/2013,Georgia,-N/A-
10/4/2013,Illinois,-N/A-
10/28/2013,Illinois,-N/A-
3/21/2013,Illinois,-N/A-
2/14/2014,Georgia,-N/A-
10/28/2013,Nebraska,-N/A-
11/11/2013,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
2/14/2014,Georgia,-N/A-
12/3/2013,Georgia,-N/A-
2/11/2014,Oklahoma,-N/A-
1/31/2014,Nebraska,-N/A-
11/19/2013,Illinois,-N/A-
1/11/2013,Illinois,-N/A-
12/17/2013,Nebraska,-N/A-
2/13/2014,Illinois,-N/A-
1/14/2013,Illinois,-N/A-
11/20/2012,Illinois,-N/A-
12/30/2013,Georgia,-N/A-
3/21/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
11/18/2013,Oklahoma,-N/A-
10/30/2013,Nebraska,-N/A-
12/16/2013,Oklahoma,-N/A-
11/25/2013,Georgia,-N/A-
11/20/2013,Illinois,-N/A-
4/4/2013,Illinois,-N/A-
10/21/2013,Illinois,-N/A-
3/1/2013,Oklahoma,-N/A-
1/29/2013,Oklahoma,-N/A-
2/11/2014,Oklahoma,-N/A-
3/20/2013,Illinois,-N/A-
2/10/2014,Oklahoma,-N/A-
10/21/2013,Illinois,-N/A-
1/27/2014,Illinois,-N/A-
1/31/2014,Nebraska,-N/A-
3/13/2013,Illinois,-N/A-
3/25/2013,Oklahoma,-N/A-
11/20/2013,Illinois,-N/A-
2/4/2014,Georgia,-N/A-
10/4/2013,Illinois,-N/A-
10/30/2012,Oklahoma,-N/A-
2/21/2013,Illinois,-N/A-
11/18/2013,Oklahoma,-N/A-
12/3/2013,Georgia,-N/A-
11/27/2012,Oklahoma,-N/A-
1/15/2014,Nebraska,-N/A-
2/14/2014,Georgia,-N/A-
2/13/2014,Illinois,-N/A-
2/14/2014,Georgia,-N/A-
1/29/2013,Oklahoma,-N/A-
10/30/2013,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
3/6/2013,Illinois,-N/A-
12/18/2013,Illinois,-N/A-
11/19/2013,Oklahoma,-N/A-
3/8/2013,Georgia,-N/A-
2/21/2013,Illinois,-N/A-
10/22/2012,Illinois,-N/A-
12/27/2012,Illinois,-N/A-
2/14/2014,Georgia,-N/A-
11/21/2013,Nebraska,-N/A-
1/31/2014,Nebraska,-N/A-
1/23/2014,Georgia,-N/A-
12/11/2013,Nebraska,-N/A-
2/14/2014,Georgia,-N/A-
1/23/2013,Illinois,-N/A-
11/20/2013,Illinois,-N/A-
10/30/2013,Nebraska,-N/A-
11/19/2012,Illinois,-N/A-
11/21/2013,Nebraska,-N/A-
12/30/2013,Illinois,-N/A-
12/18/2012,Georgia,-N/A-
11/20/2013,Illinois,-N/A-
11/25/2013,Georgia,-N/A-
4/15/2013,Oklahoma,-N/A-
12/3/2013,Georgia,-N/A-
12/27/2012,Illinois,-N/A-
11/11/2013,Nebraska,-N/A-
12/3/2013,Georgia,-N/A-
1/27/2014,Nebraska,-N/A-
11/19/2013,Oklahoma,-N/A-
10/30/2013,Nebraska,-N/A-
1/29/2013,Oklahoma,-N/A-
12/16/2013,Nebraska,-N/A-
11/19/2013,Nebraska,-N/A-
10/9/2012,Nebraska,-N/A-
10/30/2013,Nebraska,-N/A-
11/20/2013,Illinois,-N/A-
12/27/2012,Illinois,-N/A-
3/8/2013,Georgia,-N/A-
10/30/2013,Nebraska,-N/A-
12/17/2013,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
2/21/2013,Illinois,-N/A-
12/3/2013,Georgia,-N/A-
12/17/2013,Nebraska,-N/A-
1/6/2014,Georgia,-N/A-
3/13/2013,Illinois,-N/A-
1/15/2014,Oklahoma,-N/A-
10/30/2013,Nebraska,-N/A-
12/17/2013,Nebraska,-N/A-
11/19/2013,Oklahoma,-N/A-
1/27/2014,Nebraska,-N/A-
1/31/2014,Nebraska,-N/A-
1/15/2014,Oklahoma,-N/A-
11/20/2013,Illinois,-N/A-
5/3/2013,Illinois,-N/A-
11/21/2013,Oklahoma,-N/A-
3/20/2013,Illinois,-N/A-
2/14/2014,Georgia,-N/A-
12/30/2013,Illinois,-N/A-
1/2/2014,Illinois,-N/A-
2/13/2014,Illinois,-N/A-
11/25/2013,Georgia,-N/A-
2/18/2013,Nebraska,-N/A-
2/14/2014,Georgia,-N/A-
12/18/2012,Illinois,-N/A-
1/20/2014,Illinois,-N/A-
11/20/2013,Illinois,-N/A-
10/4/2012,Nebraska,-N/A-
2/21/2013,Illinois,-N/A-
4/16/2013,Illinois,-N/A-
5/8/2013,Georgia,-N/A-
1/18/2013,Nebraska,-N/A-
2/5/2013,Nebraska,-N/A-
1/23/2013,Illinois,-N/A-
10/21/2013,Illinois,-N/A-
2/6/2013,Nebraska,-N/A-
4/10/2013,Illinois,-N/A-
